Chord,Note
C#-diminished seventh chord,C#5
D-minor triad,D5
A-major triad,E5
F-augmented major tetrachord,F5
A-dominant seventh chord,G5
D-minor triad,F5
Major Second with octave doublings above D,E5
D-quartal trichord,E5
D-major triad,D5
D-major triad,D5
G-minor triad,B-4
G-quartal trichord,A4
G-dominant seventh chord,B4
G-incomplete dominant-seventh chord,D5
C-minor triad,G5
C-minor triad,E-5
C-minor triad,C5
D-half-diminished seventh chord,D5
D-half-diminished seventh chord,F5
Eb-augmented triad,E-5
G-major triad,D5
C-minor triad,E-5
D-dominant seventh chord,A4
G-minor triad,D5
C-dominant seventh chord,G4
F#-diminished triad,C5
G-minor triad,D5
Eb-major triad,E-5
D-major triad,D5
D-dominant seventh chord,C5
G-major-second minor tetrachord,B-4
D-dominant seventh chord,A4
G-minor-augmented tetrachord,G4
G-minor triad,G4
Bb-major triad,D5
G-minor triad,D5
G-minor triad,B-4
C-minor triad,C5
Bb-perfect-fourth major tetrachord,D5
C-incomplete minor-seventh chord,E-5
Bb-major triad,D5
C-quartal tetramirror,C5
F-major triad,C5
C-minor triad,C5
D-incomplete dominant-seventh chord,C5
G-minor triad,B-4
C-dominant seventh chord,B-4
C-major triad,G4
F-major triad,A4
Bb-major triad,B-4
F-major triad,C5
F-major triad,C5
A-diminished triad,C5
D-dominant seventh chord,C5
D-major triad,D5
D-major-diminished tetrachord,E-5
D-major triad,D5
D-dominant seventh chord,C5
G-minor triad,B-4
Eb-major triad,B-4
C-dominant seventh chord,B-4
F-major triad,A4
F-incomplete dominant-seventh chord,F4
G-minor triad,B-4
Eb-major triad,E-5
Bb-major triad,D5
C-minor seventh chord,C5
F-major triad,C5
Bb-major triad,B-4
F-major triad,A4
F-major triad,A4
F-major triad,A4
D-major triad,A4
D-major triad,A4
Minor Third with octave doublings above G,B-4
Eb-major triad,B-4
C-dominant seventh chord,B-4
F-major triad,A4
A-diminished triad,A4
F-dominant seventh chord,A4
F-major triad,A4
Bb-major triad,B-4
Bb-major triad,B-4
Bb-major triad,D5
D-major triad,D5
F#-diminished triad,C5
G-minor triad,B-4
C-minor triad,C5
Bb-perfect-fourth major tetrachord,D5
C-incomplete minor-seventh chord,E-5
Bb-major triad,D5
Bb-major triad,D5
F-major triad,C5
B-minor tetramirror,B4
Ab-major triad,C5
F-minor triad,F5
C-minor triad,E-5
D-half-diminished seventh chord,D5
G-major triad,D5
C-minor triad,C5
B-diminished triad,B4
C-minor triad,C5
F-minor triad,C5
D-minor triad,D5
G-minor triad,D5
Eb-augmented triad,E-5
D-dominant seventh chord,D5
G-minor seventh chord,D5
C-dominant seventh chord,C5
Ab-major triad,C5
C-minor triad,C5
F-incomplete minor-seventh chord,E-5
D-diminished triad,D5
C-quartal trichord,C5
G-major triad,B4
C-minor triad,C5
G-major triad,B4
Ab-incomplete major-seventh chord,C5
F-dominant seventh chord,C5
Bb-major triad,D5
Eb-augmented major tetrachord,D5
C-minor triad,E-5
Bb-major triad,D5
G-minor triad,D5
C-minor triad,C5
Eb-major seventh chord,B-4
Bb-major triad,B-4
Eb-incomplete major-seventh chord,D5
C-minor triad,C5
Bb-quartal trichord,B-4
F-major triad,A4
Bb-major triad,B-4
A-major triad,A4
Bb-augmented triad,B-4
G-quartal trichord,A4
G-minor triad,G4
Bb-incomplete major-seventh chord,D5
D-major triad,D5
D-dominant seventh chord,C5
G-major-second minor tetrachord,B-4
D-major triad,A4
D-dominant seventh chord,C5
G-minor triad,B-4
D-minor triad,A4
Eb-major triad,G4
Eb-minor-second quartal tetrachord,A4
C-minor seventh chord,B-4
C-minor triad,C5
G-minor triad,B-4
D-major triad,A4
G-minor triad,G4
G-minor triad,G4
A-major triad,A4
D-minor triad,F4
A-major triad,E4
Bb-major triad,D4
E-half-diminished seventh chord,E4
F-major triad,F4
G-minor triad,G4
F-major triad,A4
F-major triad,A4
F-quartal trichord,G4
G-minor triad,B-4
G-quartal trichord,A4
G-minor triad,B-4
Eb-major triad,G4
D-major triad,F#4
G-minor triad,G4
G-minor triad,G4
D-major triad,D5
G-minor triad,B-4
F-major triad,C5
Bb-major triad,D5
A-diminished triad,C5
C#-diminished seventh chord,B-4
D-major triad,A4
C-major triad,C5
G-major triad,D5
C-major triad,E5
G-major triad,D5
A-minor triad,C5
G-major triad,B4
G-quartal trichord,A4
G-major triad,G4
C-major triad,C5
D-minor triad,D5
C-major triad,E5
G-major triad,D5
E-minor seventh chord,E5
G-dominant seventh chord,F5
C-major-second major tetrachord,E5
C-quartal trichord,D5
C-incomplete major-seventh chord,C5
C-major triad,C5
C-major triad,E5
F-major triad,F5
C-dominant seventh chord,G5
F-major triad,F5
C#-diminished triad,E5
D-minor triad,D5
A-major triad,E5
C-major triad,G5
C-major triad,G5
F-major triad,A5
G-major triad,G5
F-major triad,F5
C-major triad,E5
G-major triad,D5
C-major triad,E5
C-major triad,G5
D-minor triad,F5
C-major triad,E5
C-major-second major tetrachord,D5
F-major triad,C5
D-major triad,D5
E-minor triad,E5
A-minor triad,C5
E-diminished triad,E5
C-dominant seventh chord,G5
D-minor triad,F5
C-major triad,E5
G-major triad,D5
C-major triad,C5
C-quartal trichord,D5
C-major triad,C5
A-major triad,A4
D-major triad,F#4
D-major triad,D4
D-major triad,A4
D-major triad,A4
G-major triad,B4
G-major triad,B4
A-dominant seventh chord,E4
A-dominant seventh chord,E4
A-major triad,A4
A-dominant seventh chord,G4
D-major triad,F#4
D-major triad,D4
D-major triad,A4
G-major triad,B4
E-minor triad,B4
F#-minor triad,A4
E-quartal tetramirror,G4
D-major triad,F#4
A-major triad,E4
D-major triad,F#4
E-dominant seventh chord,G#4
A-major triad,A4
B-minor triad,B4
E-major triad,G#4
A-major triad,A4
A-major triad,A4
D-major triad,A4
D-major triad,A4
D-major triad,D5
D-dominant seventh chord,C5
G-major triad,B4
B-major triad,B4
E-major triad,B4
E-major triad,B4
E-major triad,E5
E-dominant seventh chord,D5
A-major triad,C#5
D-major triad,A4
G-major triad,B4
G-quartal trichord,A4
G-major triad,B4
C#-half-diminished seventh chord,C#5
B-minor triad,D5
A-major triad,A4
D-major triad,A4
F#-minor tetramirror,G4
D-perfect-fourth major tetrachord,F#4
D-quartal trichord,E4
A-major triad,E4
D-major triad,D4
Bb-major triad,B-4
Bb-quartal trichord,C5
Bb-major triad,D5
F-quartal trichord,C5
Bb-major triad,B-4
F-major triad,A4
F-quartal trichord,G4
Major Third with octave doublings above F,F4
G-minor triad,B-4
F-major triad,C5
Bb-major triad,D5
C-quartal tetramirror,E-5
Bb-major-second major tetrachord,D5
Bb-quartal trichord,C5
Bb-major triad,B-4
Bb-major triad,D5
Eb-major triad,E-5
F-major triad,F5
C-minor triad,G5
Bb-major triad,F5
F-incomplete dominant-seventh chord,E-5
Bb-major triad,D5
Bb-major triad,F5
Bb-major triad,F5
Eb-major triad,G5
D-all-interval tetrachord,F5
Eb-major triad,E-5
Bb-major triad,D5
F-major triad,C5
Bb-major triad,D5
C-quartal tetramirror,E-5
Bb-major triad,F5
C-major-second minor tetrachord,E-5
D-incomplete minor-seventh chord,D5
Eb-major triad,B-4
C-minor triad,C5
G-minor triad,D5
G-minor triad,B-4
G-minor triad,D5
F-quartal tetramirror,F5
Eb-major triad,E-5
G-minor triad,D5
F-dominant seventh chord,C5
Bb-major-second major tetrachord,D5
Bb-quartal trichord,C5
Bb-major triad,B-4
Bb-major triad,B-4
G-minor triad,B-4
D-minor triad,A4
Eb-major triad,G4
F-dominant seventh chord,A4
Bb-major triad,B-4
C-minor seventh chord,C5
Bb-major triad,B-4
Bb-major triad,B-4
Bb-major triad,B-4
C-major triad,C5
F-major triad,A4
F-quartal trichord,G4
F-major triad,F4
G-minor seventh chord,B-4
F-major triad,A4
D-major triad,A4
G-minor triad,B-4
Eb-major triad,B-4
A-diminished triad,C5
Major Third with octave doublings above Bb,D5
C-incomplete dominant-seventh chord,C5
F-major triad,C5
D-major triad,D5
Eb-major seventh chord,E-5
Bb-major triad,D5
C-dominant seventh chord,C5
D-major triad,D5
F#-diminished triad,C5
G-minor triad,B-4
Bb-major triad,B-4
Bb-major-second major tetrachord,C5
C-minor seventh chord,C5
Bb-incomplete major-seventh chord,B-4
Bb-major triad,B-4
G-major triad,G4
G-major triad,G4
D-major triad,D4
G-major triad,G4
A-minor triad,A4
G-major triad,B4
G-major triad,D5
C-major triad,E5
C-quartal trichord,D5
A-minor seventh chord,C5
Major Third with octave doublings above D,D5
G-major triad,B4
G-major triad,D5
A-incomplete minor-seventh chord,C5
G-major triad,B4
G-quartal trichord,A4
E-incomplete minor-seventh chord,G4
D-major triad,A4
B-major triad,B4
E-major-second minor tetrachord,G4
C-major triad,C5
G-major-second major tetrachord,B4
G-quartal trichord,A4
G-major triad,G4
G-major triad,B4
A-quartal tetramirror,C5
G-major triad,D5
G-major triad,D5
A-incomplete minor-seventh chord,C5
G-major triad,B4
G-quartal trichord,A4
B-major triad,B4
E-minor triad,G4
C-quartal trichord,G4
A-minor triad,A4
A-quartal trichord,B4
A-major-second minor tetrachord,C5
A-quartal trichord,B4
G-major triad,D5
C-major triad,C5
G-quartal trichord,A4
G-major triad,B4
C-major triad,C5
G-major triad,D5
E-minor triad,G4
A-minor triad,A4
G-major triad,B4
A-incomplete minor-seventh chord,C5
G-major triad,B4
A-minor seventh chord,A4
G-major triad,G4
F#-minor triad,F#4
D-major triad,F#4
D-major seventh chord,F#4
C#-major triad,E#4
D#-half-diminished seventh chord,F#4
C#-major triad,G#4
F#-minor triad,A4
F#-quartal trichord,G#4
F#-minor triad,F#4
F#-minor triad,A4
E-major triad,B4
E-major-second major tetrachord,B4
A-major triad,C#5
E-perfect-fourth major tetrachord,B4
F#-incomplete minor-seventh chord,A4
B-incomplete minor-seventh chord,B4
A-major triad,C#5
A-major triad,C#5
F#-minor seventh chord,C#5
E#-diminished seventh chord,B4
C#-major triad,C#5
C#-dominant seventh chord,B4
F#-minor triad,A4
B-major triad,B4
B-dominant seventh chord,A4
E-major triad,G#4
B-major triad,F#4
B-major triad,F#4
E#-diminished triad,G#4
F#-minor triad,A4
D-major triad,A4
G#-diminished triad,B4
A-augmented triad,A4
C#-dominant seventh chord,G#4
D-major triad,F#4
F#-minor triad,F#4
E-major triad,B4
A-major triad,C#5
E-major triad,B4
B-minor triad,F#4
E-dominant seventh chord,G#4
F#-minor triad,A4
F#-quartal trichord,G#4
Perfect Fourth above C#,F#4
C#-major triad,G#4
F#-minor triad,F#4
F#-minor triad,F#4
F#-minor triad,F#4
C#-minor triad,E4
D-major seventh chord,A4
G#-perfect-fourth diminished tetrachord,B4
Major Third with octave doublings above A,C#5
C#-dominant seventh chord,B4
F#-minor triad,A4
B-minor seventh chord,B4
E-major triad,B4
A-major triad,C#5
G#-diminished triad,D5
A-major triad,C#5
B-minor seventh chord,B4
D-major seventh chord,C#5
D-major triad,D5
A-quartal trichord,B4
D-quartal trichord,A4
A-major triad,A4
C#-major triad,C#5
F#-minor triad,C#5
G#-incomplete minor-seventh chord,B4
Minor Third with octave doublings above F#,A4
G#-half-diminished seventh chord,B4
F#-major triad,C#5
B-minor triad,D5
F#-minor triad,C#5
E-major triad,E5
C#-incomplete minor-seventh chord,C#5
D-quartal trichord,D5
A-major triad,C#5
E-dominant seventh chord,B4
A-major triad,C#5
A-major triad,C#5
D-phrygian tetrachord,D5
F#-minor triad,C#5
D-major triad,D5
E-major triad,E5
E-dominant seventh chord,D5
A-major triad,C#5
B-minor seventh chord,B4
A-major triad,A4
A-major triad,C#5
A-major triad,C#5
D-major triad,A4
B-minor triad,B4
F#-minor triad,A4
E-major triad,G#4
E-quartal trichord,F#4
C#-minor triad,E4
D-major seventh chord,F#4
G#-diminished triad,G#4
A-major triad,A4
B-minor triad,F#4
D-major triad,F#4
A-major triad,E4
F#-minor triad,F#4
G#-quartal tetramirror,G#4
F#-minor triad,A4
G#-diminished triad,G#4
D-major triad,F#4
C#-incomplete dominant-seventh chord,E#4
F#-major triad,F#4
Bb-major triad,B-4
Bb-major triad,B-4
Bb-major-second major tetrachord,C5
Bb-major-second major tetrachord,D5
F-major triad,C5
G-minor triad,B-4
C-minor triad,C5
Bb-quartal trichord,C5
Bb-major triad,D5
Bb-major triad,B-4
C-quartal tetramirror,C5
Bb-major triad,D5
Eb-all-interval tetrachord,E-5
F-major triad,F5
F-dominant seventh chord,E-5
Bb-major triad,D5
C-minor seventh chord,C5
Bb-major triad,B-4
Bb-major triad,D5
Bb-major triad,D5
F-major triad,C5
G-minor triad,B-4
A-incomplete minor-seventh chord,A4
G-minor triad,B-4
A-half-diminished seventh chord,C5
Bb-major triad,D5
F-major triad,C5
D-dominant seventh chord,C5
G-major-second minor tetrachord,B-4
G-quartal trichord,A4
G-minor triad,B-4
Bb-major triad,F4
G-minor triad,B-4
C-minor triad,C5
D-major triad,D5
G-minor triad,B-4
A-quartal tetramirror,C5
G-minor triad,D5
Eb-major-second major tetrachord,E-5
Bb-major triad,F5
C-quartal tetramirror,E-5
Bb-major triad,D5
C-minor seventh chord,C5
Bb-major triad,B-4
E-minor triad,B4
F#-major triad,A#4
B-minor triad,B4
A#-diminished triad,C#5
B-minor triad,D5
F#-dominant seventh chord,E5
B-minor triad,D5
F#-major triad,C#5
B-major triad,B4
B-major triad,B4
E-minor triad,G4
D-major triad,A4
G-major triad,B4
A-quartal trichord,A4
E-minor triad,G4
F#-half-diminished seventh chord,F#4
E-minor triad,E4
E-minor triad,B4
F#-major triad,A#4
B-minor triad,B4
A#-diminished triad,C#5
B-minor triad,D5
F#-dominant seventh chord,E5
B-minor triad,D5
F#-major triad,C#5
B-major triad,B4
B-major triad,B4
E-minor triad,G4
D-major triad,A4
G-major triad,B4
A-quartal trichord,A4
E-minor triad,G4
F#-half-diminished seventh chord,F#4
E-minor triad,E4
E-minor triad,E4
C-major triad,G4
A-minor triad,A4
A-minor triad,E4
E-minor triad,G4
D-major triad,A4
G-major triad,B4
G-major triad,B4
E-minor triad,E5
D#-diminished triad,D#5
E-minor triad,E5
B-minor triad,F#5
B-minor triad,D5
F#-major triad,C#5
B-minor triad,B4
E-minor triad,B4
C-major seventh chord,C5
D-major triad,D5
G-major triad,B4
G-major triad,D5
D-dominant seventh chord,A4
E-minor triad,G4
F#-incomplete minor-seventh chord,F#4
D-quartal trichord,E4
B-major triad,B4
B-dominant seventh chord,A4
Minor Third with octave doublings above E,G4
B-major triad,F#4
E-major triad,E4
D-major triad,A4
G-minor triad,B-4
F#-diminished triad,A4
G-minor triad,G4
G-major-second minor tetrachord,D5
D-major triad,D5
D-dominant seventh chord,C5
G-minor triad,B-4
D-major triad,A4
Ab-major triad,C5
C#-diminished seventh chord,B-4
D-major triad,A4
C#-diminished seventh chord,G4
D-dominant seventh chord,C5
G-minor triad,B-4
D-major triad,A4
G-minor triad,G4
G-minor triad,G4
A-major triad,A4
D-minor triad,F4
A-major triad,E4
D-minor triad,D4
D-quartal trichord,E4
D-minor triad,F4
G-minor triad,G4
A-major triad,A4
D-minor triad,F4
Eb-major triad,G4
A-half-diminished seventh chord,A4
Bb-major triad,B-4
F-major triad,A4
Bb-augmented triad,B-4
G-minor triad,G4
D-major triad,F#4
G-minor triad,G4
G-minor triad,G4
D-major triad,D5
G-minor triad,B-4
C-minor triad,C5
D-quartal tetramirror,D5
C-minor triad,C5
G-minor triad,B-4
A-incomplete dominant-seventh chord,A4
D-major triad,A4
E-minor triad,B4
B-minor triad,B4
A-minor triad,A4
C-major triad,G4
F#-half-diminished seventh chord,F#4
E-minor triad,E4
E-minor triad,B4
A-major triad,C#5
D-major triad,D5
G-major triad,B4
E-minor triad,E5
B-major triad,D#5
C-major triad,E5
F#-half-diminished seventh chord,F#5
E-minor triad,G5
E-quartal trichord,F#5
B-major triad,F#5
E-minor triad,E5
E-minor triad,B4
G-major triad,B4
D-dominant seventh chord,C5
G-major triad,B4
A-minor seventh chord,A4
D-dominant seventh chord,A4
G-major triad,G4
G-major triad,B4
C#-perfect-fourth diminished tetrachord,C#5
D-major triad,D5
G-major triad,B4
E-minor triad,E5
B-minor triad,D5
B-quartal trichord,C#5
C#-half-diminished seventh chord,C#5
B-major triad,B4
E-minor triad,B4
B-minor triad,B4
A-minor triad,A4
E-minor triad,G4
E-quartal trichord,F#4
F#-half-diminished seventh chord,F#4
E-major triad,E4
Bb-major triad,D5
G-minor triad,D5
C-minor triad,E-5
Minor Third with octave doublings above D,F5
D-minor tetramirror,E-5
G-minor triad,D5
C-dominant seventh chord,C5
C-major triad,C5
F-major triad,C5
Bb-major triad,D5
Eb-major triad,E-5
Bb-major triad,D5
C-minor seventh chord,C5
Bb-major seventh chord,B-4
Bb-major triad,B-4
F-major triad,A4
C-perfect-fourth major tetrachord,G4
F-major triad,A4
G-quartal tetramirror,B-4
F-major triad,C5
G-quartal tetramirror,B-4
F-major triad,A4
F-quartal trichord,G4
G-major triad,G4
C-major triad,G4
A-major triad,A4
Bb-major triad,B-4
D-minor seventh chord,A4
G-minor seventh chord,G4
F-incomplete major-seventh chord,F4
F-major triad,F4
D-dominant seventh chord,D5
G-minor triad,D5
Eb-major triad,E-5
F-major triad,F5
Eb-quartal trichord,E-5
Bb-major triad,D5
C-minor seventh chord,C5
C-minor triad,C5
F-dominant seventh chord,C5
Bb-major triad,D5
Eb-major triad,E-5
Bb-major triad,D5
C-dominant seventh chord,C5
Bb-augmented major tetrachord,B-4
G-minor triad,B-4
C-minor triad,E-5
G-perfect-fourth minor tetrachord,D5
F-dominant seventh chord,E-5
Perfect Fifth with octave doublings above F,F5
Bb-major-second major tetrachord,D5
F-major triad,C5
G-minor triad,D5
Eb-quartal trichord,E-5
C-minor seventh chord,C5
F-tritone quartal tetrachord,B-4
Bb-major triad,B-4
B-minor triad,F#4
D-major triad,A4
G-major triad,B4
D-major triad,A4
D-major triad,D5
